ticker,TUH13 Comdty,TUH05 Comdty,TUH11 Comdty,TUH09 Comdty,TUH07 Comdty,TUH03 Comdty,TUM13 Comdty,TUM05 Comdty,TUM11 Comdty,TUM03 Comdty,TUM09 Comdty,TUM07 Comdty,TUU05 Comdty,TUU13 Comdty,TUU07 Comdty,TUU11 Comdty,TUU09 Comdty,TUZ05 Comdty,TUZ13 Comdty,TUZ07 Comdty,TUU03 Comdty,TUZ11 Comdty,TUZ09 Comdty,TUH06 Comdty,TUZ03 Comdty,TUH14 Comdty,TUH08 Comdty,TUH12 Comdty,TUH10 Comdty,TUM06 Comdty,TUH04 Comdty,TUM14 Comdty,TUM08 Comdty,TUM12 Comdty,TUM10 Comdty,TUU06 Comdty,TUM04 Comdty,TUU14 Comdty,TUU12 Comdty,TUU08 Comdty,TUZ06 Comdty,TUU04 Comdty,TUU10 Comdty,TUZ14 Comdty,TUZ08 Comdty,TUZ12 Comdty,TUH15 Comdty,TUZ04 Comdty,TUZ10 Comdty,TUH17 Comdty,TUH19 Comdty,TUH1 Comdty,FVU04 Comdty,TUM15 Comdty,FVU06 Comdty,TUM17 Comdty,FVZ04 Comdty,TUM19 Comdty,TUU15 Comdty,TUM1 Comdty,TUU17 Comdty,FVZ06 Comdty,FVH05 Comdty,TUZ15 Comdty,TUU19 Comdty,TUZ17 Comdty,FVH03 Comdty,FVH07 Comdty,TUH16 Comdty,TUZ19 Comdty,TUH18 Comdty,FVM05 Comdty,FVM03 Comdty,TUM18 Comdty,TUM16 Comdty,TUH0 Comdty,FVM07 Comdty,FVU03 Comdty,FVU05 Comdty,TUU16 Comdty,FVU07 Comdty,TUM0 Comdty,TUU18 Comdty,FVZ03 Comdty,FVZ05 Comdty,TUZ16 Comdty,TUU0 Comdty,FVZ07 Comdty,TUZ18 Comdty,FVH04 Comdty,FVH06 Comdty,FVU08 Comdty,FVU10 Comdty,FVH08 Comdty,FVM04 Comdty,FVM06 Comdty,TUZ0 Comdty,FVZ08 Comdty,FVZ10 Comdty,FVU12 Comdty,FVM08 Comdty,FVU14 Comdty,FVU16 Comdty,FVH09 Comdty,FVH11 Comdty,FVU18 Comdty,FVZ14 Comdty,FVZ12 Comdty,FVM09 Comdty,FVZ16 Comdty,FVZ18 Comdty,FVM11 Comdty,FVH13 Comdty,FVH15 Comdty,FVH17 Comdty,FVU09 Comdty,FVH19 Comdty,FVU11 Comdty,FVM13 Comdty,FVM15 Comdty,FVM17 Comdty,FVZ09 Comdty,FVM19 Comdty,FVZ11 Comdty,FVU13 Comdty,FVU15 Comdty,FVU17 Comdty,FVU19 Comdty,FVH10 Comdty,FVZ13 Comdty,FVH12 Comdty,FVZ15 Comdty,FVZ19 Comdty,FVZ17 Comdty,FVH14 Comdty,FVM10 Comdty,FVM12 Comdty,FVH16 Comdty,FVH18 Comdty,FVH0 Comdty,FVU0 Comdty,FVM14 Comdty,TYH04 Comdty,FVM16 Comdty,FVM18 Comdty,FVM0 Comdty,FVZ0 Comdty,TYH06 Comdty,TYM04 Comdty,TYH08 Comdty,TYH10 Comdty,FVH1 Comdty,TYH12 Comdty,TYU04 Comdty,TYM06 Comdty,FVM1 Comdty,TYM12 Comdty,TYM08 Comdty,TYM10 Comdty,TYZ04 Comdty,TYU06 Comdty,TYH03 Comdty,TYU08 Comdty,TYU12 Comdty,TYH05 Comdty,TYZ06 Comdty,TYU10 Comdty,TYM03 Comdty,TYZ08 Comdty,TYM05 Comdty,TYH07 Comdty,TYZ10 Comdty,TYH09 Comdty,TYU03 Comdty,TYU05 Comdty,TYM07 Comdty,TYH11 Comdty,TYZ12 Comdty,TYM09 Comdty,TYZ05 Comdty,TYZ03 Comdty,TYU07 Comdty,TYH13 Comdty,TYU09 Comdty,TYM11 Comdty,TYH16 Comdty,TYZ07 Comdty,TYH14 Comdty,TYM13 Comdty,TYZ09 Comdty,TYM16 Comdty,TYH18 Comdty,TYU11 Comdty,TYM14 Comdty,TYU13 Comdty,TYU16 Comdty,TYH0 Comdty,TYZ11 Comdty,TYM18 Comdty,TYU14 Comdty,TYZ16 Comdty,TYZ13 Comdty,USU03 Comdty,TYM0 Comdty,TYU18 Comdty,TYZ14 Comdty,TYH17 Comdty,USZ03 Comdty,USU05 Comdty,TYU0 Comdty,TYZ18 Comdty,TYM17 Comdty,TYH15 Comdty,USH04 Comdty,TYZ0 Comdty,TYH19 Comdty,USZ05 Comdty,TYU17 Comdty,TYM15 Comdty,TYH1 Comdty,TYM19 Comdty,USH06 Comdty,TYZ17 Comdty,TYM1 Comdty,TYU15 Comdty,TYU19 Comdty,USM04 Comdty,USU07 Comdty,USM06 Comdty,USH03 Comdty,TYZ15 Comdty,TYZ19 Comdty,USM03 Comdty,USU04 Comdty,USZ07 Comdty,USU06 Comdty,USU09 Comdty,USU11 Comdty,USU13 Comdty,USH08 Comdty,USZ04 Comdty,USZ06 Comdty,USZ09 Comdty,USZ11 Comdty,USZ13 Comdty,USM08 Comdty,USH07 Comdty,USH05 Comdty,USH12 Comdty,USH10 Comdty,USH14 Comdty,USU08 Comdty,USM07 Comdty,USM05 Comdty,USM14 Comdty,USM10 Comdty,USM12 Comdty,USZ08 Comdty,USU15 Comdty,USU17 Comdty,USU12 Comdty,USH09 Comdty,USU14 Comdty,USZ15 Comdty,USZ17 Comdty,USM09 Comdty,USZ12 Comdty,USZ14 Comdty,USH18 Comdty,USH16 Comdty,USU19 Comdty,USH15 Comdty,USM18 Comdty,USM16 Comdty,USZ19 Comdty,USM15 Comdty,USU10 Comdty,USH13 Comdty,USU16 Comdty,USU18 Comdty,USH0 Comdty,USZ10 Comdty,USM13 Comdty,USZ16 Comdty,USZ18 Comdty,USM0 Comdty,USH11 Comdty,USH17 Comdty,USH19 Comdty,USM11 Comdty,USU0 Comdty,USM19 Comdty,USM17 Comdty,USZ0 Comdty,USH1 Comdty,USM1 Comdty
2004-11-24,,104.734375,,,,,,104.359375,,,,,104.359375,,,,,104.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.109375,,,,,,,,,110.078125,,,,,,109.265625,,,,,,,,,108.8125,,,,,,,108.34375,,,,,,108.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.25,,,,,111.640625,,,,,110.765625,,,,,109.671875,,,,,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5625,,,,,,,,109.875,,,,,,,,,,,,,,,,,,,,,,,,113.1875,,,,,,,112.25,,,,,,111.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-26,,104.6875,,,,,,104.328125,,,,,104.328125,,,,,104.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.078125,,,,,,,,,109.953125,,,,,,109.125,,,,,,,,,108.671875,,,,,,,108.21875,,,,,,108.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.046875,,,,,111.4375,,,,,110.5625,,,,,109.46875,,,,,109.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0625,,,,,,,,109.375,,,,,,,,,,,,,,,,,,,,,,,,112.65625,,,,,,,111.71875,,,,,,110.84375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-29,,104.625,,,,,,104.296875,,,,,104.296875,,,,,104.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.046875,,,,,,,,,109.625,,,,,,108.765625,,,,,,,,,108.28125,,,,,,,107.890625,,,,,,107.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.453125,,,,,110.78125,,,,,109.890625,,,,,108.796875,,,,,108.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.875,,,,,,,,108.1875,,,,,,,,,,,,,,,,,,,,,,,,111.46875,,,,,,,110.53125,,,,,,109.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-30,,104.71875,,,,,,104.40625,,,,,104.40625,,,,,104.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1328125,,,,,,,,,109.71875,,,,,,108.828125,,,,,,,,,108.328125,,,,,,,107.953125,,,,,,107.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.453125,,,,,110.75,,,,,109.859375,,,,,108.765625,,,,,108.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5,,,,,,,,107.8125,,,,,,,,,,,,,,,,,,,,,,,,111.09375,,,,,,,110.125,,,,,,109.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-01,,104.734375,,,,,,104.421875,,,,,104.421875,,,,,104.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.140625,,,,,,,,,109.734375,,,,,,108.828125,,,,,,,,,108.3125,,,,,,,107.953125,,,,,,107.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.34375,,,,,110.640625,,,,,109.75,,,,,108.65625,,,,,108.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4375,,,,,,,,107.75,,,,,,,,,,,,,,,,,,,,,,,,110.96875,,,,,,,109.96875,,,,,,109.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-02,,104.6953125,,,,,,104.3828125,,,,,104.3828125,,,,,104.3828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.109375,,,,,,,,,109.671875,,,,,,108.734375,,,,,,,,,108.203125,,,,,,,107.859375,,,,,,107.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.21875,,,,,110.515625,,,,,109.640625,,,,,108.546875,,,,,108.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.125,,,,,,,,107.4375,,,,,,,,,,,,,,,,,,,,,,,,110.625,,,,,,,109.65625,,,,,,108.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-03,,104.921875,,,,,,104.609375,,,,,104.609375,,,,,104.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.296875,,,,,,,,,110.25,,,,,,109.328125,,,,,,,,,108.84375,,,,,,,108.453125,,,,,,108.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.125,,,,,111.5,,,,,110.59375,,,,,109.5,,,,,109.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,,,,,,,108.84375,,,,,,,,,,,,,,,,,,,,,,,,112.09375,,,,,,,111.125,,,,,,110.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-06,,104.9609375,,,,,,104.6484375,,,,,104.6484375,,,,,104.6484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3359375,,,,,,,,,110.375,,,,,,109.453125,,,,,,,,,108.96875,,,,,,,108.578125,,,,,,108.578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.28125,,,,,111.671875,,,,,110.765625,,,,,109.671875,,,,,109.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.875,,,,,,,,109.1875,,,,,,,,,,,,,,,,,,,,,,,,112.46875,,,,,,,111.5,,,,,,110.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-07,,104.921875,,,,,,104.609375,,,,,104.609375,,,,,104.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.296875,,,,,,,,,110.375,,,,,,109.453125,,,,,,,,,108.96875,,,,,,,108.578125,,,,,,108.578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.28125,,,,,111.671875,,,,,110.75,,,,,109.65625,,,,,109.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0625,,,,,,,,109.375,,,,,,,,,,,,,,,,,,,,,,,,112.65625,,,,,,,111.6875,,,,,,110.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-08,,104.9921875,,,,,,104.6796875,,,,,104.6796875,,,,,104.6796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.359375,,,,,,,,,110.75,,,,,,109.859375,,,,,,,,,109.40625,,,,,,,108.984375,,,,,,108.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.953125,,,,,112.40625,,,,,111.515625,,,,,110.421875,,,,,110.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4375,,,,,,,,110.75,,,,,,,,,,,,,,,,,,,,,,,,114.03125,,,,,,,113.0625,,,,,,112.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-09,,104.984375,,,,,,104.671875,,,,,104.671875,,,,,104.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3359375,,,,,,,,,110.734375,,,,,,109.8125,,,,,,,,,109.359375,,,,,,,108.9375,,,,,,108.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.828125,,,,,112.25,,,,,111.34375,,,,,110.8125,,,,,110.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.96875,,,,,,,,110.28125,,,,,,,,,,,,,,,,,,,,,,,,113.5625,,,,,,,112.59375,,,,,,111.71875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-10,,104.9609375,,,,,,104.6484375,,,,,104.6484375,,,,,104.6484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.328125,,,,,,,,,110.765625,,,,,,109.828125,,,,,,,,,109.375,,,,,,,108.953125,,,,,,108.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9375,,,,,112.375,,,,,111.484375,,,,,110.953125,,,,,110.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0625,,,,,,,,110.375,,,,,,,,,,,,,,,,,,,,,,,,113.65625,,,,,,,112.6875,,,,,,111.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-13,,104.8984375,,,,,,104.5859375,,,,,104.5859375,,,,,104.5859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.265625,,,,,,,,,110.734375,,,,,,109.796875,,,,,,,,,109.34375,,,,,,,108.921875,,,,,,108.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.953125,,,,,112.421875,,,,,111.53125,,,,,111.0,,,,,110.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.21875,,,,,,,,110.5,,,,,,,,,,,,,,,,,,,,,,,,113.78125,,,,,,,112.84375,,,,,,111.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-14,,104.8984375,,,,,,104.5859375,,,,,104.5859375,,,,,104.5859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.265625,,,,,,,,,110.84375,,,,,,109.90625,,,,,,,,,109.453125,,,,,,,109.03125,,,,,,109.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0625,,,,,112.578125,,,,,111.6875,,,,,111.21875,,,,,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5625,,,,,,,,110.875,,,,,,,,,,,,,,,,,,,,,,,,114.125,,,,,,,113.1875,,,,,,112.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-15,,104.9375,,,,,,104.625,,,,,104.625,,,,,104.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.296875,,,,,,,,,110.9375,,,,,,110.0625,,,,,,,,,109.625,,,,,,,109.1875,,,,,,109.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3125,,,,,112.875,,,,,111.984375,,,,,111.515625,,,,,110.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.40625,,,,,,,,111.71875,,,,,,,,,,,,,,,,,,,,,,,,114.875,,,,,,,113.96875,,,,,,113.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-16,,104.8515625,,,,,,104.5390625,,,,,104.5390625,,,,,104.5390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2265625,,,,,,,,,110.546875,,,,,,109.65625,,,,,,,,,109.203125,,,,,,,108.78125,,,,,,108.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.703125,,,,,112.1875,,,,,111.296875,,,,,110.828125,,,,,110.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,110.3125,,,,,,,,,,,,,,,,,,,,,,,,113.53125,,,,,,,112.59375,,,,,,111.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-17,,104.8203125,,,,,,104.8828125,,,,,104.8828125,,,,,104.8828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1953125,,,,,,,,,110.484375,,,,,,109.625,,,,,,,,,109.15625,,,,,,,109.609375,,,,,,109.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5625,,,,,112.03125,,,,,111.140625,,,,,110.671875,,,,,109.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.75,,,,,,,,110.0625,,,,,,,,,,,,,,,,,,,,,,,,113.34375,,,,,,,112.34375,,,,,,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-20,,104.7578125,,,,,,104.4453125,,,,,104.4453125,,,,,104.4453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.140625,,,,,,,,,110.421875,,,,,,109.59375,,,,,,,,,109.125,,,,,,,109.0,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.703125,,,,,112.015625,,,,,111.125,,,,,110.65625,,,,,109.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.84375,,,,,,,,110.15625,,,,,,,,,,,,,,,,,,,,,,,,113.75,,,,,,,112.46875,,,,,,111.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-21,,104.78125,,,,,,104.46875,,,,,104.46875,,,,,104.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1640625,,,,,,,,,,,,,,,109.6875,,,,,,,,,109.21875,,,,,,,109.09375,,,,,,109.09375,,,,,,109.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.125,,,,,,,,,,,,,,,,,112.203125,,,,,111.328125,,,,,110.859375,,,,,110.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25,,,,,,,,110.5625,,,,,110.5625,,,,,,,,,,,,,,,,,,,,,,,,,,112.875,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-22,,104.8125,,,,,,104.5,,,,,104.5,,,,,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1953125,,,,,,,,,,,,,,,109.671875,,,,,,,,,109.21875,,,,,,,109.078125,,,,,,109.078125,,,,,,109.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.953125,,,,,,,,,,,,,,,,,112.03125,,,,,111.15625,,,,,110.6875,,,,,109.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.875,,,,,,,,110.1875,,,,,110.15625,,,,,,,,,,,,,,,,,,,,,,,,,,112.46875,,,,,,111.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-23,,104.8359375,,,,,,104.8359375,,,,,104.8359375,,,,,104.8359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2109375,,,,,,,,,,,,,,,109.671875,,,,,,,,,109.203125,,,,,,,109.203125,,,,,,109.203125,,,,,,109.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.640625,,,,,,,,,,,,,,,,,111.984375,,,,,111.109375,,,,,110.640625,,,,,110.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6875,,,,,,,,110.0,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,112.28125,,,,,,111.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-27,,104.7578125,,,,,,104.7578125,,,,,104.7578125,,,,,104.7578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.140625,,,,,,,,,,,,,,,109.375,,,,,,,,,108.90625,,,,,,,108.75,,,,,,108.75,,,,,,108.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.109375,,,,,,,,,,,,,,,,,111.515625,,,,,110.625,,,,,110.15625,,,,,110.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.71875,,,,,,,,109.03125,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,111.3125,,,,,,110.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-28,,104.7578125,,,,,,104.7578125,,,,,104.7578125,,,,,104.7578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.140625,,,,,,,,,,,,,,,109.359375,,,,,,,,,108.890625,,,,,,,108.734375,,,,,,108.734375,,,,,,108.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09375,,,,,,,,,,,,,,,,,111.5,,,,,110.609375,,,,,110.140625,,,,,110.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.78125,,,,,,,,109.09375,,,,,109.0625,,,,,,,,,,,,,,,,,,,,,,,,,,111.375,,,,,,110.53125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-29,,104.6640625,,,,,,104.65625,,,,,104.65625,,,,,104.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0546875,,,,,,,,,,,,,,,109.1875,,,,,,,,,108.703125,,,,,,,108.5625,,,,,,108.5625,,,,,,108.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.859375,,,,,,,,,,,,,,,,,111.265625,,,,,110.375,,,,,109.90625,,,,,109.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4375,,,,,,,,108.75,,,,,108.75,,,,,,,,,,,,,,,,,,,,,,,,,,111.0625,,,,,,110.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-30,,104.7265625,,,,,,104.7265625,,,,,104.7265625,,,,,104.7265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.09375,,,,,,,,,,,,,,,109.390625,,,,,,,,,108.90625,,,,,,,108.765625,,,,,,108.765625,,,,,,108.765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.265625,,,,,,,,,,,,,,,,,111.671875,,,,,110.78125,,,,,110.296875,,,,,110.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.15625,,,,,,,,109.46875,,,,,109.4375,,,,,,,,,,,,,,,,,,,,,,,,,,111.75,,,,,,110.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,104.796875,,,,,,104.796875,,,,,104.796875,,,,,104.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.53125,,,,,,,,,109.0625,,,,,,,109.0625,,,,,,109.0625,,,,,,109.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5625,,,,,,,,,,,,,,,,,111.9375,,,,,111.046875,,,,,110.5625,,,,,110.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.90625,,,,,,,,110.21875,,,,,110.21875,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,,,,,,111.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-03,,104.75,,,,,,104.75,,,,,104.75,,,,,104.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4375,,,,,,,,,108.96875,,,,,,,108.96875,,,,,,108.96875,,,,,,108.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,,,,,,,,,,,,,,,,,111.875,,,,,110.984375,,,,,110.5,,,,,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,110.34375,,,,,110.25,,,,,,,,,,,,,,,,,,,,,,,,,,112.53125,,,,,,111.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-04,,104.5625,,,,,,104.5625,,,,,104.5625,,,,,104.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0625,,,,,,,,,108.578125,,,,,,,108.59375,,,,,,108.59375,,,,,,108.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.03125,,,,,,,,,,,,,,,,,111.40625,,,,,110.515625,,,,,110.03125,,,,,110.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.25,,,,,,,,109.59375,,,,,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,111.78125,,,,,,110.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
